transaction_id,store_id,timestamp,basket_value_inr
58,STORE_BLR_002,2026-04-10T17:55:02Z,215.67
59,STORE_BLR_002,2026-04-10T17:55:02Z,237.31
60,STORE_BLR_002,2026-04-10T17:55:02Z,179.6
61,STORE_BLR_002,2026-04-10T17:55:02Z,287.8
62,STORE_BLR_002,2026-04-10T17:55:02Z,359.93
63,STORE_BLR_002,2026-04-10T18:00:18Z,149.0
64,STORE_BLR_002,2026-04-10T18:07:14Z,495.0
65,STORE_BLR_002,2026-04-10T18:07:14Z,198.0
66,STORE_BLR_002,2026-04-10T18:41:51Z,1448.18
67,STORE_BLR_002,2026-04-10T18:41:51Z,0.8
68,STORE_BLR_002,2026-04-10T18:41:51Z,615.09
69,STORE_BLR_002,2026-04-10T19:02:09Z,466.67
70,STORE_BLR_002,2026-04-10T19:02:09Z,0.0
71,STORE_BLR_002,2026-04-10T19:02:09Z,299.76
72,STORE_BLR_002,2026-04-10T19:02:09Z,933.34
73,STORE_BLR_002,2026-04-10T19:02:09Z,299.76
74,STORE_BLR_002,2026-04-10T19:02:09Z,296.43
75,STORE_BLR_002,2026-04-10T19:21:55Z,99.0
76,STORE_BLR_002,2026-04-10T19:21:55Z,299.39
77,STORE_BLR_002,2026-04-10T19:21:55Z,1221.65
78,STORE_BLR_002,2026-04-10T19:21:55Z,99.0
79,STORE_BLR_002,2026-04-10T19:21:55Z,599.0
80,STORE_BLR_002,2026-04-10T19:21:55Z,569.67
81,STORE_BLR_002,2026-04-10T19:21:55Z,0.0
82,STORE_BLR_002,2026-04-10T19:21:55Z,172.8
83,STORE_BLR_002,2026-04-10T19:21:55Z,406.67
84,STORE_BLR_002,2026-04-10T19:33:52Z,249.0
85,STORE_BLR_002,2026-04-10T19:33:52Z,765.0
86,STORE_BLR_002,2026-04-10T19:33:52Z,99.0
87,STORE_BLR_002,2026-04-10T19:41:29Z,450.0
88,STORE_BLR_002,2026-04-10T19:41:29Z,99.0
89,STORE_BLR_002,2026-04-10T19:41:29Z,49.5
90,STORE_BLR_002,2026-04-10T19:41:29Z,1305.0
91,STORE_BLR_002,2026-04-10T19:41:29Z,49.5
92,STORE_BLR_002,2026-04-10T19:54:02Z,198.0
93,STORE_BLR_002,2026-04-10T19:54:02Z,313.64
94,STORE_BLR_002,2026-04-10T19:54:02Z,121.5
95,STORE_BLR_002,2026-04-10T19:54:02Z,721.65
96,STORE_BLR_002,2026-04-10T20:25:04Z,224.31
97,STORE_BLR_002,2026-04-10T20:25:04Z,224.31
98,STORE_BLR_002,2026-04-10T20:25:04Z,0.0
99,STORE_BLR_002,2026-04-10T20:25:04Z,449.37
100,STORE_BLR_002,2026-04-10T21:16:15Z,269.1
101,STORE_BLR_002,2026-04-10T21:39:55Z,427.5
